job_id,title,company,work_mode,job_type,Skill_Set,Language,City,District,Country,Industry
4138920387,Specialist Data Analysis & Portfolio Management (m/w/d)*,Cobalt Deutschland GmbH,Hybrid,Full-time,"MS Office, Excel",German,Frankfurt,Hesse,Germany,Banking & Financial Services
4166261740,Process-Mining Data Analyst (w/m/d) ,E.ON Digital Technology,Hybrid,Full-time,"SQL, Python",English & German,Hannover,Lower Saxony,Germany,Banking & Financial Services
4177109410,Working Student Data Analytics ,The Customization Group,Hybrid,Part-time,"Excel, MS Office, KPI dashboards, Power BI, KPI, SQL",English,Cologne,North Rhine-Westphalia,Germany,Banking & Financial Services
4172816867,Data Analyst Customer Care (m/w/d) ,WMF,Hybrid,Full-time,QlickCloud,German,Geislingen an der Steige,Baden-Württemberg,Germany,Digital
4175540685,Datenanalyst (m/w/d),Bijou Brigitte,Hybrid,Full-time,"Data Statistics, Statistics, SQL, MySQL",German,Hamburg,,Germany,Sales & Marketing
4169982165,Working Student in Data Analysis,Advantest,On-site,Part-time,"Databricks, SQL, Python, Azure",English,Böblingen,Baden-Württemberg,Germany,Digital
4176834504,Data Analyst,Jobmesset HR Group,Remote,Part-time,"R, Statistics, SQL, Python",English,,,Germany,Product
4161923964,BI-Analyst (m/w/d) ,Storck,Hybrid,Temporary,"SAP, Excel",German,Berlin,,Germany,Sales & Marketing
3971428888,Bloomwell - Data Analyst (m/w/d) *,Algea Care,On-site,Full-time,"Snowflake, MS Power BI, Python, Power BI",German,Frankfurt,Hesse,Germany,Digital
3941631973,Data Analyst (m/w/d),accantec group,On-site,Full-time,"AWS, SAP, Cloud, SAS, SQL, Azure",German,Heidelberg,Baden-Württemberg,Germany,Sales & Marketing
4146384965,Business Intelligence Analyst (m/w/d)* vertriebliche Steuerungssysteme,ALH Gruppe,Hybrid,Full-time,"Python, Excel",German,Stuttgart,Baden-Württemberg,Germany,Banking & Financial Services
4130578745,Senior Data & Business Analyst - Strategic Risk (m/w/d),JobRad,Hybrid,Full-time,"SQL, Python, Excel",English & German,Freiburg,Baden-Württemberg,Germany,Banking & Financial Services
4157360054,SAP Analytics In-House Consultant ,GetYourGuide,Hybrid,Full-time,"SAP, Cloud",English,Berlin,Berlin,Germany,Banking & Financial Services
3826412208,Junior Consultant BI | Spannende Business Intelligence Projekte! (mwd),Vesterling AG,Hybrid,Full-time,"ETL, Oracle, MySQL, MS SQL Server, OLAP, SQL",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing
4150424885,Senior Business Analyst - Data Analytics (w-m-d) ,Hamburger Energiewerke GmbH,Hybrid,Full-time,"Databricks, Cloud, CI/CD, Power BI",German,Hamburg,,Germany,Digital
4139489609,Consultant Digital Analytics (m/w/d),Interactive Marketing Group GmbH,Hybrid,Full-time,"R, Google Analytics, PowerBI, Adobe Analytics",German,Hamburg,,Germany,Digital
4174851433,Data Lake & Analy­tics System­ma­nager (m/w/d) ,Techniker Krankenkasse,Hybrid,Full-time,"SAS, Azure",German,Hamburg,Hamburg,Germany,Sales & Marketing
4165481457,"Praktikant Business Intelligence, Data und Analytics (m/w/d) in Düsseldorf ",Vodafone,Hybrid,Full-time,"Git, Kubernetes, Python, Docker, SQL",German,Düsseldorf,North Rhine-Westphalia,Germany,Digital
4175024990,Inhouse Business Intelligence Consultant (w/m/x) ,opta data,Hybrid,Full-time,"MS SQL Server, MDX, SQL, Excel",German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing
4169763111,Sales Operations & Business Analyst,LIPOELASTIC Global,On-site,Full-time,"Excel, PowerBI",English,Unterhaching,Bavaria,Germany,Banking & Financial Services
4163572973,(Senior) Business Analyst / Data Analyst (m/w/d),Dr. Wolff Group,Hybrid,Full-time,"R, SQL, Python",German,Bielefeld,North Rhine-Westphalia,Germany,Digital
4157161943,(Junior) Consultant Data Analytics Banking (m/w/d) ,PPI AG,Hybrid,Full-time,"Java, R, MS Office, Python, SQL",German,Hamburg,,Germany,Banking & Financial Services
4161291548,CRM Business Analyst (m/w/d) ,Deichmann,NULL,NULL,"Excel, MicroStrategy, R, Tableau, Power BI, SQL",German,Mülheim an der Ruhr,North Rhine-Westphalia,Germany,Digital
4161977687,Data Analysis Expert,CTAO,Hybrid,Full-time,"CI/CD, Python, Git",English,Zeuthen,Brandenburg,Germany,Travel
4165424140,BI Consultant / Architect - Power BI (m/w/d),Greifenberg,Hybrid,Full-time,"SAP, SQL, Azure, Power BI",German,Aalen,Baden-Württemberg,Germany,Digital
4170876450,Online Data Analyst ,TELUS Digital,Remote,Contract,None,English,Augsburg,Bavaria,Germany,Digital
4176580289,Regulatory Reporting Data Analyst (w/m/d) ,Uniper,On-site,Full-time,"SQL, Excel, Power BI",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing
4174959777,Data Consultant / Consultant Data Analytics (m/f/d) ,expertum Gruppe,Hybrid,Full-time,"ETL, Data Mining, Microsoft Power BI, R, SAP, Qlik, Cloud, Salesforce, Tableau, Power BI",German Required,Waldenburg,Baden-Württemberg,Germany,Sales & Marketing
4171029293,Data Analyst (m/f/d),PAUL Tech AG,On-site,Full-time,"SQL, Python, Tableau, Power BI",English,Mannheim,Baden-Württemberg,Germany,Banking & Financial Services
4173642803,Data Analyst* ,Alnatura,NULL,NULL,Power BI,German,Darmstadt,Hesse,Germany,Sales & Marketing
4170799167,Data Analyst (f/m/d),justDice,Hybrid,Full-time,"Jupyter, dbt, R, git, docker, Python, Tableau, SQL",English,Hamburg,Hamburg,Germany,Sales & Marketing
4178433821,(Senior) Data Analyst (f/m/d) ,Holidu,Hybrid,Full-time,"Athena, AWS, ETL, R, Airflow, Git, AWS Stack, Looker, Python, ETL pipelines, KPI, Glue, SQL",English,Munich,Bavaria,Germany,Travel
4160238142,Intern (m/f/d) for AI and Data Analysis in Vehicle Lab ,Clarios,NULL,NULL,"Microsoft Power BI, Python, Power BI, SQL, Snowflake",English,Hannover,Lower Saxony,Germany,Product
4169913260,Data Analyst (f/m/d) ,Allianz Global Investors,NULL,NULL,KPI,English,Frankfurt,Hesse,Germany,Banking & Financial Services
4136381599,"Technical BI Analyst / BI Product Manager (100 % from the EU, the UK or Switzerland)",NeuroNation - Mind & Brain Health Technology,Remote,Full-time,"PostgreSQL, A/B tests, Bigquery, R, Python, SQL",English,,,Germany,Banking & Financial Services
4151962502,Trainee Data Analytics (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Cloud",German,,,Greater Dusseldorf Area,Digital
4144168696,Intern Data Science (f/m/x) ,BMW Group,NULL,NULL,"AWS, Cloud, Python, Generative AI",English,Munich,Bavaria,Germany,Banking & Financial Services
4173969431,Data Analyst (w/m/d),MAINGAU Energie GmbH,Hybrid,Full-time,"R, Qlik, Tableau, Power BI, KPI",German,Obertshausen,Hesse,Germany,Sales & Marketing
4173036578,Data Analyst (m/w/d) ,Wella Company,On-site,Full-time,"ERP, SQL, Power BI",German,Weiterstadt,Hesse,Germany,Banking & Financial Services
4174946336,Specialist Data and Analytics (m/w/d) - Marketing ,CLAAS,NULL,NULL,"Matomo, Databricks, Salesforce, Tableau",German,Harsewinkel,North Rhine-Westphalia,Germany,Digital
4170960814,Data Analyst (w/m/d) ,Michael Page,Remote,Full-time,PowerBI,German,Hamburg,Hamburg,Germany,Sales & Marketing
4169962334,(Junior) Analyst (m/w/d) Data Analytics,Syncwork Ag,Hybrid,Full-time,"R, Azure",German,Wiesbaden,Hesse,Germany,Digital
4144708904,Senior Data Analyst (f/m/x) ,Tourlane,Hybrid,Full-time,"dbt, R, Looker, Python, Salesforce, SQL, Snowflake",English,Berlin,Berlin,Germany,Sales & Marketing
4177109408,Working Student Data Analytics ,The Customization Group,Hybrid,Part-time,"MS Office, SQL, Excel, Power BI",German,Cologne,North Rhine-Westphalia,Germany,Banking & Financial Services
4033389931,Senior Data Analyst (m/f/d) ,ABOUT YOU,Remote,Full-time,"BigQuery, MySQL, Looker, Python, Tableau, SQL, A/B testing",English,,,Germany,Digital
4160122526,Data Analyst (m/f/d),Tomorrow University of Applied Sciences,Remote,Full-time,"BigQuery, Looker, Python, SQL, Google Analytics",English,,,Germany,Banking & Financial Services
4135271548,(Junior) Analyst Modelled data - Technology Topics (m/f/d) ,Statista,NULL,NULL,"Python, Excel",English,Hamburg,Hamburg,Germany,Digital
4143050689,Data Analyst (m/w/d) for Corporate Affairs (m/w/d) ,Eli Lilly and Company,NULL,NULL,"Statistics, ETL, ETL tools, Alteryx, SQL",German,Bad Homburg,Hesse,Germany,Banking & Financial Services
4102304352,Data & Analytics Consulting - Intern (m/d/f) ,Oliver Wyman,Hybrid,Full-time,"R, Statistics, Python",English,Berlin,,Germany,Banking & Financial Services
4166260906,Business Data Analyst - Experience Analytics (w/m/d) ,E.ON Digital Technology,Hybrid,Full-time,"SQL, Snowflake, PowerBI, Azure",English & German,Hannover,Lower Saxony,Germany,Banking & Financial Services
4178035844,Data Analyst ,"Iron EagleX, Inc.",On-site,Full-time,"CI/CD, Java, R, Python, C#, SQL",English,Stuttgart,Baden-Württemberg,Germany,Banking & Financial Services
4131351084,Project & Data Performance Analyst (m/f/d) ,VELUX,Hybrid,Full-time,Excel,English,Hamburg,Hamburg,Germany,Travel
4148783900,Graduate (m/f/d) - Business Intelligence Consultant,Scalefree,On-site,Full-time,"AWS, Salesforce, Python, SQL, Snowflake",English,Cologne,North Rhine-Westphalia,Germany,Banking & Financial Services
4093660495,Data Science Intern,Cloover,On-site,Internship,"BigQuery, R, SQL, Python",English,Berlin,Berlin,Germany,Banking & Financial Services
4151190913,Data Analyst (m/w/d) für Customer Analytics,The Stepstone Group,Hybrid,Full-time,"SQL, Python, Tableau, Power BI",German,Düsseldorf,North Rhine-Westphalia,Germany,Banking & Financial Services
4178684111,"Senior Data Analyst, Growth Analytics ",GetYourGuide,Hybrid,Full-time,"Jupyter, ETL, R, Spark, Airflow, Looker, SQL",English,Berlin,Berlin,Germany,Sales & Marketing
3962868282,Power BI Data Analyst (m/w/d),Strategic IT,Hybrid,Full-time,"R, Python, Power BI, Microsoft Azure, SQL, Azure",German,Herford,North Rhine-Westphalia,Germany,Product
4098892774,Staff Data Analyst (Product) ,"Docker, Inc",Remote,Full-time,"Statistics, Looker, Docker, SQL, Snowflake",English,Frankfurt,Hesse,Germany,Digital
4178862931,Data Science Analyst (m/w/d),Schoeller Werk GmbH & Co. KG,Hybrid,Full-time,None,German,Hellenthal,North Rhine-Westphalia,Germany,Banking & Financial Services
4093814418,"Staff Data Analyst, DATA (m/f/d) ",HelloFresh,NULL,NULL,"SQL, Python, Tableau",English,Berlin,Berlin,Germany,Digital
4170882565,Online Data Analyst ,TELUS Digital,Remote,Contract,None,English,Gelsenkirchen,North Rhine-Westphalia,Germany,Digital
4110049674,(Senior) Data Analyst - Marketing (d/f/m) ,Personio,NULL,NULL,"KPI, Salesforce, Snowflake, Google Analytics",English,Berlin,Berlin,Germany,Banking & Financial Services
4145052432,Consultant Data Analytics (m/f/d)* (multiple positions) ,Munich Re,Hybrid,Full-time,"R, ML, Python, Tableau",English,Munich,Bavaria,Germany,Banking & Financial Services
4043202259,Master Data Analyst ,Eli Lilly and Company,NULL,NULL,"SAP, Excel",German,Alzey,Rhineland-Palatinate,Germany,Banking & Financial Services
4090126058,Intern Data Analytics (f/m/x) ,BMW Group,NULL,NULL,"AWS, Git, Cloud, Python, Tableau",English,Munich,Bavaria,Germany,Digital
4176191451,Data-Analyst (m/w/d) ,GULP – experts united,On-site,Full-time,"Snowflake, Git",German,Essen,North Rhine-Westphalia,Germany,Digital
4169510055,Business Intelligence Analyst,developrec,Remote,Full-time,"Qlik, Tableau, Power BI",English,,,Frankfurt Rhine-Main Metropolitan Area,Sales & Marketing
4177131994,Data Analyst / Datenmodelle Junior (20020-1) ,Experis Deutschland,Remote,Full-time,"dbt, Snowflake",German,Jessen,Saxony-Anhalt,Germany,Digital
4125986533,Intern Business & Web Analytics (f/m/d) ,Mytheresa,NULL,NULL,"Google Big Querry, Excel/Google Sheets, Google Analytics 4, Looker, Power BI, SQL, Google Analytics",English,Munich,Bavaria,Germany,Travel
4148689942,Data Analyst (m/w/d) - Healthcare Analytics ,McKinsey & Company,NULL,NULL,"PowerBI, SQL, Python, Tableau",English & German,Düsseldorf,North Rhine-Westphalia,Germany,Banking & Financial Services
4144384646,"(Junior) Data Analyst (m/w/d) | Liederbach, Dresden oder Merzig",Mediq Deutschland,Hybrid,Full-time,"SQL, Python, Tableau, Power BI",German,Merzig,Saarland,Germany,Sales & Marketing
4157754761,Consumer Insights Senior Analyst ,SharkNinja,Hybrid,Full-time,None,English,Frankfurt am Main,Hesse,Germany,Banking & Financial Services
4175374242,Data Analyst (m/w/d),Protection One GmbH,Remote,Full-time,"Microsoft Power BI, SAP, Power Query, Python, Power BI, SQL",German,Ludwigshafen,Rhineland-Palatinate,Germany,Banking & Financial Services
4130115704,Consultant Financial Services Industry - Data Analytics (m/w/d) in Köln ,Deloitte,NULL,NULL,Cloud,English & German,Cologne,North Rhine-Westphalia,Germany,Banking & Financial Services
4124578142,(Senior) Data Analyst - Commerce Content / Affiliate Marketing (f/m/d),Bauer Media Group,Hybrid,Full-time,"R, SQL, Python",English,Hamburg,,Germany,Banking & Financial Services
4164530510,Power BI Data Analyst (all genders),Convolut,On-site,Full-time,"Statistics,  DAX, Python, SAS, Power BI, SQL",English,Munich,Bavaria,Germany,Digital
4161492491,"Data Analyst (Bangkok Based, relocation provided) ",Agoda,NULL,NULL,"Excel, R, Python, Tableau, SAS, SQL",English,Munich,Bavaria,Germany,Digital
4056876582,Intern Data Science - Digital Product Offering (f/m/x) ,BMW Group,NULL,NULL,"AWS, Statistics, TensorFlow, PySpark, PyTorch, ML, Python, Adobe Analytics, SQL, Azure",English,Munich,Bavaria,Germany,Digital
4170871924,Online Data Analyst ,TELUS Digital,Remote,Contract,None,English,Düsseldorf,North Rhine-Westphalia,Germany,Digital
4110052412,(Senior) Data Analyst - Marketing (d/f/m) ,Personio,NULL,NULL,"KPI, Salesforce, Snowflake, Google Analytics",English,Munich,Bavaria,Germany,Banking & Financial Services
4160063410,Working Student Data Analyst (x/f/m),Puls,On-site,Part-time,Excel,English,Berlin,Berlin,Germany,Banking & Financial Services
4141600783,Working Student - Data Analyst IoT (m/f/d),Next Level Coffee GmbH,On-site,Part-time,Power BI,English,Constance,Baden-Württemberg,Germany,Banking & Financial Services
4172088208,Data Analyst (m/w/d) ,DMG MORI,On-site,Full-time,"Databricks, Looker, Python, Power BI, SQL",German,Munich,Bavaria,Germany,Sales & Marketing
3902059911,Agency Coordinator & Data Analyst (m/w/d) ,WMF,Hybrid,Full-time,"SQL, Python, Tableau",German,Geislingen an der Steige,Baden-Württemberg,Germany,Digital
4149171479,Data Analyst – Customer Interactions (w/m/d) ,ING Deutschland,Remote,Full-time,"MS Office, SQL, SAS, Excel",English & German,Frankfurt,Hesse,Germany,Banking & Financial Services
4175018759,Consultant Data Analytics ERP Migrations (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Databricks, Cloud, ERP, Power BI",German,Hannover,Lower Saxony,Germany,Banking & Financial Services
4136800027,(Senior) Data Analyst - FREIHEIT+ (f/m/d),ZEAL Network SE,NULL,NULL,"R, SQL, Python, Tableau",English,Hamburg,Hamburg,Germany,Banking & Financial Services
4178423480,Internship: Data Analysis and Visualization (f/m/div) ,Infineon Technologies,Hybrid,Full-time,"Excel, Oracle, MS Office, Tableau, SQL",English,Munich,Bavaria,Germany,Digital
4139000857,Data Analyst (m/w/d/pixelhead) für unsere Tochterfirma RE-IN ,Conrad Electronic Group,Hybrid,Full-time,Python,German,Hirschau,Bavaria,Germany,Digital
4173652761,Senior Data Analyst (m/f/d) ,Riverty,Hybrid,Full-time,"R, SQL, Python, Databricks",English,Berlin,Berlin,Germany,Banking & Financial Services
4072173081,Consultant AI & Analytics ,Porsche Consulting,NULL,NULL,"TensorFlow, R, PyTorch, Python, SQL",English,Mailand,Baden-Württemberg,Germany,Digital
4168382859,BI & Data Analytics Specialist (w/m/d) ,Bechtle,NULL,NULL,"SAP, Cloud",German,Neckarsulm,Baden-Württemberg,Germany,Banking & Financial Services
4173949040,BI-Support Berater (m/w/d),passport Business Engineering GmbH,Hybrid,Full-time,PowerBI,German,Hamburg,,Germany,Sales & Marketing
4157334560,(Senior) Consultant Microsoft Power BI (m/w/d) ,CONET,Hybrid,Full-time,"Microsoft Power BI, Microsoft Azure, Azure, Power BI",German,Bonn,North Rhine-Westphalia,Germany,Digital
4124758384,Data Analyst,Distributed Crafts,Remote,Full-time,"A/B testing, SQL, Python",English,,,Germany,Banking & Financial Services
3742631454,Senior Consultant Data & Analytics - Projektmanagement (all genders) ,adesso SE,On-site,Full-time,None,German,Kiel,Schleswig-Holstein,Germany,Sales & Marketing
4124991715,Werkstudent Data Quality (Inhouse) (m/w/d) in Hannover ,Deloitte,NULL,NULL,None,English & German,Hannover,Lower Saxony,Germany,Banking & Financial Services
4154183949,Data Analyst Internship (m/w/d),HANGAR 901 Aircraft Maintenance GmbH,On-site,Internship,"Statistics, R, Python, Power BI, SQL",English,Lautzenhausen,Rhineland-Palatinate,Germany,Sales & Marketing
4151959780,Consultant Data Analytics ERP Migrations (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Databricks, Cloud, ERP, Power BI",German,Hamburg,Hamburg,Germany,Banking & Financial Services
4098465283,"Staff Product Analyst, DATA (m/f/x) ",HelloFresh,NULL,NULL,"SQL, Python, Tableau",English,Berlin,Berlin,Germany,Digital
4094728851,Specialist (m/w/d) Datenanalyse und Reporting im Microsoft Fabrics Umfeld,Holman Deutschland,Hybrid,Full-time,"Microsoft Azure, PowerBI, Azure",German,Eschborn,Hesse,Germany,Banking & Financial Services
4141672187,Machine Data Analyst (m/w/d) ,CLAAS,NULL,NULL,"Databricks, Kubernetes, Python, Tableau, MongoDB, Kafka, SQL",German,Harsewinkel,North Rhine-Westphalia,Germany,Sales & Marketing
4166262515,Business Data Analyst - Experience Analytics (w/m/d) ,E.ON Digital Technology,Hybrid,Full-time,"SQL, Snowflake, PowerBI, Azure",English & German,Essen,North Rhine-Westphalia,Germany,Banking & Financial Services
4159644444,Data Analyst (w/m/d),CBTW,Hybrid,Full-time,None,German,Munich,Bavaria,Germany,Digital
4170897129,Online Data Analyst ,TELUS Digital,Remote,Contract,None,English,Dortmund,North Rhine-Westphalia,Germany,Digital
4164529686,Internship on Business and Data Analysis (all genders),Convolut,On-site,Internship,"Statistics, Excel, SAS, Python, SQL",English,Munich,Bavaria,Germany,Banking & Financial Services
3993814828,"Senior Data Analyst, Marketing Analytics ",GetYourGuide,NULL,NULL,"Jupyter, scikit-learn, Spark, Looker, Python, SQL",English,Berlin,Berlin,Germany,Banking & Financial Services
4173378546,Senior Data Analyst (m/w/d) ,Michael Page,Remote,Full-time,"SQL, PowerBI",German,Hamburg,Hamburg,Germany,Sales & Marketing
4124320326,Data Scientist Marketing (m/w/d) ,Dr. Ausbüttel & Co. GmbH,On-site,Full-time,"MicroStrategy, R, Spark, Airflow, Databricks, Cloud, Python, Microsoft Azure, Azure",German,Dortmund,North Rhine-Westphalia,Germany,Digital
4152590418,People Data Analyst (m/f/d),Bauer Media Group,Hybrid,Full-time,"SAP, SQL, Python",English,Hamburg,,Germany,Banking & Financial Services
4175885198,Senior Business Intelligence Analyst ,TUI,Hybrid,Full-time,"SQL, Tableau",English,Hannover,Lower Saxony,Germany,Banking & Financial Services
4137488496,Data Analyst (m/f/d) - SAP & Finance ,Statista,NULL,NULL,"dbt, SQL",English,Hamburg,Hamburg,Germany,Banking & Financial Services
4174893085,Working Student Business Intelligence (m/f/d),BayWa r.e. Solar Trade Global,On-site,Full-time,"PowerBI, SQL, Tableau",English,Tübingen,Baden-Württemberg,Germany,Digital
4170166020,Data Analyst - 24 month contract ,Audible,NULL,NULL,"Statistics, Excel, R, Microsoft Excel, Python, Tableau, SQL, PowerBI",English,Berlin,,Germany,Banking & Financial Services
4152995274,Data Analyst Internship (m/w/d),HANGAR 901 Aircraft Maintenance GmbH,Hybrid,Internship,"Statistics, R, Python, Power BI, SQL",English,Hirschfeld,Rhineland-Palatinate,Germany,Sales & Marketing
3733047097,Data & Analytics Lead Consultant (all genders) ,adesso SE,On-site,Full-time,Talend,German,Dortmund,North Rhine-Westphalia,Germany,Sales & Marketing
4151962561,Consultant Data Analytics ERP Migrations (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Databricks, Cloud, ERP, Power BI",German,Kiel,Schleswig-Holstein,Germany,Banking & Financial Services
4100048146,Business / Data Analyst (all genders),Paessler GmbH,Hybrid,Full-time,"SQL, Excel, Power BI",English,Nuremberg,Bavaria,Germany,Digital
4137198898,SAP Senior Consultant (m|w|d) - Schwerpunkt Advanced Analytics ,Computer Futures,Hybrid,Full-time,"AWS, Google Cloud Platform, SAP, R, Databricks, Cloud, Python, Microsoft Azure, Google Cloud, SQL, Azure",German,Hamburg,Hamburg,Germany,Digital
4162000850,"Senior Product Data Analyst, AdTech (Decisions Alliance) ",HelloFresh,NULL,NULL,"KPI, SQL, Python",English,Berlin,Berlin,Germany,Banking & Financial Services
4141300542,Student assistant (m/f/d) data analysis,Kassenärztliche Vereinigung Westfalen-Lippe (KVWL),On-site,Part-time,"Microsoft Power BI, R, SQL, Power BI",English,Dortmund,North Rhine-Westphalia,Germany,Product
4157116815,Senior SAP BI & Analytics Consultant (w/m/d) ,Deutsche Bahn,NULL,NULL,"SAP, Cloud, Tableau",German,Karlsruhe,Baden-Württemberg,Germany,Banking & Financial Services
4124989790,Werkstudent Data Quality (Inhouse) (m/w/d) in Köln ,Deloitte,NULL,NULL,None,English & German,Cologne,North Rhine-Westphalia,Germany,Banking & Financial Services
4094754318,Portfolio Analyst:in / Data Analyst:in im Portfolio Steering Specialty ,HDI Group,Hybrid,Full-time,"R, Java, Python, Power BI",German,Hannover,Lower Saxony,Germany,Banking & Financial Services
4150502401,Consultant Controlling & Finance Business Intelligence (m/f/d) ,METRO AG,On-site,Full-time,"Excel, SAP, R, Qlik, Python, Tableau, KPI, OLAP, SQL",English,Düsseldorf,North Rhine-Westphalia,Germany,Banking & Financial Services
4103705364,Senior Game Data Analyst ,CrazyLabs,Remote,Full-time,"Statistics, SQL, Tableau",English,,,Germany,Product
4173909094,Senior Data Analyst (Revenue Intelligence) ,AUTODOC,NULL,NULL,"A/B testing, R, Python, Tableau, SQL",English,Berlin,Berlin,Germany,Digital
4177438788,Senior Business Intelligence Analyst - Retail Giant,Xcede,On-site,Full-time,"KPI, SQL,  DAX, Power BI",English,Brunswick,Lower Saxony,Germany,Travel
4173165567,"Data analyst (Monochains, Multinetwork and Cosmos Hub Ecosystem)",P2P.org,Remote,Full-time,"dbt, Statistics, ETL, Airflow, Python, Tableau, SQL",English Required,,,Germany,Digital
4170894077,Online Data Analyst ,TELUS Digital,Remote,Contract,None,English,Essen,North Rhine-Westphalia,Germany,Digital
4178431400,Senior Data Analyst ,Fusion Consulting,Remote,Full-time,"ETL, ETL processes, MS SQL Server, Cloud, Python, Power BI, SQL, Snowflake",English,Mainz,Rhineland-Palatinate,Germany,Digital
4165441069,Senior Business Intelligence Consultant ,Signify Technology,Remote,Full-time,Cloud,English,Hamburg,,Germany,Digital
3586237573,Business Intelligence / Data Analyst (m/w/d),Consultix GmbH,On-site,Full-time,"Oracle, SQL, Excel",English & German,Bremen,Bremen,Germany,Sales & Marketing
4111063762,Data Science & Pricing Analyst (w/m/d),Ayvens,Hybrid,Full-time,"R, SQL, Python, Excel",German,Düsseldorf,North Rhine-Westphalia,Germany,Banking & Financial Services
4152597366,"Senior BI Analyst (Data Vault 2.0, Tableau, Remote)",Xcede Group,Remote,Full-time,"SQL, Snowflake, Tableau",English,,,Germany,Banking & Financial Services
3733040905,Data & Analytics Lead Consultant (all genders) ,adesso SE,On-site,Full-time,Talend,German,Jena,Thuringia,Germany,Sales & Marketing
4099386264,Data Analyst,Keen Games,Remote,Full-time,"Statistics, R, Python, Tableau, Power BI, SQL",English,Frankfurt am Main,Hesse,Germany,Sales & Marketing
4151960889,Consultant Data Analytics ERP Migrations (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Databricks, Cloud, ERP, Power BI",German,Leipzig,Saxony,Germany,Banking & Financial Services
4157121346,Senior SAP BI & Analytics Consultant (w/m/d) ,Deutsche Bahn,NULL,NULL,"SAP, Cloud, Tableau",German,Halle,Saxony-Anhalt,Germany,Banking & Financial Services
3967804512,SAP Analytics Transformation Consultant (w/m/d) ,EY,On-site,Full-time,"SAP, Cloud",German,Mannheim,Baden-Württemberg,Germany,Digital
4173813684,Data Analyst (d/f/m) in Customer Service ,mobile.de,Hybrid,Full-time,"R, Statistics, Looker, Python",English,Berlin,Berlin,Germany,Digital
4173579310,Business Intelligence Consultant* Tableau,FELD M,Remote,Full-time,"dbt, Airflow, Git, Tableau, SQL, Snowflake",English,,,Germany,Digital
