job_id,title,company,work_mode,job_type,Skill_Set,Language,City,District,Country,Industry
4144168696,Intern Data Science (f/m/x) ,BMW Group,NULL,NULL,"Python, Generative AI, Cloud, AWS",English,Munich,Bavaria,Germany,Product
4173969431,Data Analyst (w/m/d),MAINGAU Energie GmbH,Hybrid,Full-time,"KPI, Power BI, Tableau, Qlik, R",German,Obertshausen,Hesse,Germany,Sales & Marketing
4173036578,Data Analyst (m/w/d) ,Wella Company,On-site,Full-time,"ERP, SQL, Power BI",German,Weiterstadt,Hesse,Germany,Sales & Marketing
4174946336,Specialist Data and Analytics (m/w/d) - Marketing ,CLAAS,NULL,NULL,"Matomo, Salesforce, Databricks, Tableau",German,Harsewinkel,North Rhine-Westphalia,Germany,Sales & Marketing
4170960814,Data Analyst (w/m/d) ,Michael Page,Remote,Full-time,PowerBI,German,Hamburg,Hamburg,Germany,Sales & Marketing
4169962334,(Junior) Analyst (m/w/d) Data Analytics,Syncwork Ag,Hybrid,Full-time,"Azure, R",German,Wiesbaden,Hesse,Germany,Sales & Marketing
4144708904,Senior Data Analyst (f/m/x) ,Tourlane,Hybrid,Full-time,"Python, SQL, Snowflake, Salesforce, dbt, R, Looker",English,Berlin,Berlin,Germany,Sales & Marketing
4177109408,Working Student Data Analytics ,The Customization Group,Hybrid,Part-time,"SQL, Excel, Power BI, MS Office",German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing
4033389931,Senior Data Analyst (m/f/d) ,ABOUT YOU,Remote,Full-time,"Python, SQL, MySQL, A/B testing, Tableau, BigQuery, Looker",English,Unknown,Unknown,Germany,Product
4160122526,Data Analyst (m/f/d),Tomorrow University of Applied Sciences,Remote,Full-time,"Python, SQL, Google Analytics, BigQuery, Looker",English,Unknown,Unknown,Germany,Banking & Financial Services
4135271548,(Junior) Analyst Modelled data - Technology Topics (m/f/d) ,Statista,NULL,NULL,"Python, Excel",English,Hamburg,Hamburg,Germany,Sales & Marketing
4143050689,Data Analyst (m/w/d) for Corporate Affairs (m/w/d) ,Eli Lilly and Company,NULL,NULL,"SQL, Alteryx, ETL tools, Statistics, ETL",German,Bad Homburg,Hesse,Germany,Sales & Marketing
4102304352,Data & Analytics Consulting - Intern (m/d/f) ,Oliver Wyman,Hybrid,Full-time,"Python, R, Statistics",English,Berlin,Unknown,Germany,Banking & Financial Services
4166260906,Business Data Analyst - Experience Analytics (w/m/d) ,E.ON Digital Technology,Hybrid,Full-time,"Azure, PowerBI, SQL, Snowflake",English & German,Hannover,Lower Saxony,Germany,Sales & Marketing
4178035844,Data Analyst ,"Iron EagleX, Inc.",On-site,Full-time,"Java, CI/CD, Python, SQL, R, C#",English,Stuttgart,Baden-Württemberg,Germany,Product
4131351084,Project & Data Performance Analyst (m/f/d) ,VELUX,Hybrid,Full-time,Excel,English,Hamburg,Hamburg,Germany,Product
4148783900,Graduate (m/f/d) - Business Intelligence Consultant,Scalefree,On-site,Full-time,"Python, SQL, Snowflake, Salesforce, AWS",English,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing
4093660495,Data Science Intern,Cloover,On-site,Internship,"Python, SQL, R, BigQuery",English,Berlin,Berlin,Germany,Sales & Marketing
4151190913,Data Analyst (m/w/d) für Customer Analytics,The Stepstone Group,Hybrid,Full-time,"Python, SQL, Power BI, Tableau",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing
4178684111,"Senior Data Analyst, Growth Analytics ",GetYourGuide,Hybrid,Full-time,"SQL, Airflow, Jupyter, Spark, R, Looker, ETL",English,Berlin,Berlin,Germany,Sales & Marketing
3962868282,Power BI Data Analyst (m/w/d),Strategic IT,Hybrid,Full-time,"Python, SQL, Power BI, Azure, R, Microsoft Azure",German,Herford,North Rhine-Westphalia,Germany,Product
4098892774,Staff Data Analyst (Product) ,"Docker, Inc",Remote,Full-time,"Docker, SQL, Snowflake, Looker, Statistics",English,Frankfurt,Hesse,Germany,Product
4178862931,Data Science Analyst (m/w/d),Schoeller Werk GmbH & Co. KG,Hybrid,Full-time,None,German,Hellenthal,North Rhine-Westphalia,Germany,Banking & Financial Services
4093814418,"Staff Data Analyst, DATA (m/f/d) ",HelloFresh,NULL,NULL,"Python, SQL, Tableau",English,Berlin,Berlin,Germany,Product
4170882565,Online Data Analyst ,TELUS Digital,Remote,Contract,None,English,Gelsenkirchen,North Rhine-Westphalia,Germany,Product
4110049674,(Senior) Data Analyst - Marketing (d/f/m) ,Personio,NULL,NULL,"Google Analytics, KPI, Snowflake, Salesforce",English,Berlin,Berlin,Germany,Sales & Marketing
4145052432,Consultant Data Analytics (m/f/d)* (multiple positions) ,Munich Re,Hybrid,Full-time,"Python, R, Tableau, ML",English,Munich,Bavaria,Germany,Product
4043202259,Master Data Analyst ,Eli Lilly and Company,NULL,NULL,"Excel, SAP",German,Alzey,Rhineland-Palatinate,Germany,Sales & Marketing
4090126058,Intern Data Analytics (f/m/x) ,BMW Group,NULL,NULL,"Git, Python, Cloud, Tableau, AWS",English,Munich,Bavaria,Germany,Sales & Marketing
4176191451,Data-Analyst (m/w/d) ,GULP – experts united,On-site,Full-time,"Snowflake, Git",German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing
4169510055,Business Intelligence Analyst,developrec,Remote,Full-time,"Qlik, Power BI, Tableau",English,Unknown,Unknown,Germany,Sales & Marketing
4177131994,Data Analyst / Datenmodelle Junior (20020-1) ,Experis Deutschland,Remote,Full-time,"Snowflake, dbt",German,Jessen,Saxony-Anhalt,Germany,Sales & Marketing
4125986533,Intern Business & Web Analytics (f/m/d) ,Mytheresa,NULL,NULL,"SQL, Power BI, Google Analytics 4, Google Big Querry, Google Analytics, Looker, Excel/Google Sheets",English,Munich,Bavaria,Germany,Travel
4148689942,Data Analyst (m/w/d) - Healthcare Analytics ,McKinsey & Company,NULL,NULL,"Python, PowerBI, SQL, Tableau",English & German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing
4144384646,"(Junior) Data Analyst (m/w/d) | Liederbach, Dresden oder Merzig",Mediq Deutschland,Hybrid,Full-time,"Python, SQL, Power BI, Tableau",German,Merzig,Saarland,Germany,Sales & Marketing
4157754761,Consumer Insights Senior Analyst ,SharkNinja,Hybrid,Full-time,None,English,Frankfurt am Main,Hesse,Germany,Sales & Marketing
4175374242,Data Analyst (m/w/d),Protection One GmbH,Remote,Full-time,"SAP, Python, SQL, Power Query, Power BI, Microsoft Power BI",German,Ludwigshafen,Rhineland-Palatinate,Germany,Sales & Marketing
4130115704,Consultant Financial Services Industry - Data Analytics (m/w/d) in Köln ,Deloitte,NULL,NULL,Cloud,English & German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing
4124578142,(Senior) Data Analyst - Commerce Content / Affiliate Marketing (f/m/d),Bauer Media Group,Hybrid,Full-time,"Python, SQL, R",English,Hamburg,Unknown,Germany,Product
4164530510,Power BI Data Analyst (all genders),Convolut,On-site,Full-time,"Python, SQL, Power BI, SAS,  DAX, Statistics",English,Munich,Bavaria,Germany,Telecom
4161492491,"Data Analyst (Bangkok Based, relocation provided) ",Agoda,NULL,NULL,"Python, SQL, SAS, Excel, Tableau, R",English,Munich,Bavaria,Germany,Sales & Marketing
4056876582,Intern Data Science - Digital Product Offering (f/m/x) ,BMW Group,NULL,NULL,"PyTorch, Python, SQL, ML, Azure, Adobe Analytics, PySpark, Statistics, TensorFlow, AWS",English,Munich,Bavaria,Germany,Product
4170871924,Online Data Analyst ,TELUS Digital,Remote,Contract,None,English,Düsseldorf,North Rhine-Westphalia,Germany,Product
4110052412,(Senior) Data Analyst - Marketing (d/f/m) ,Personio,NULL,NULL,"Google Analytics, KPI, Snowflake, Salesforce",English,Munich,Bavaria,Germany,Sales & Marketing
4160063410,Working Student Data Analyst (x/f/m),Puls,On-site,Part-time,Excel,English,Berlin,Berlin,Germany,Product
4141600783,Working Student - Data Analyst IoT (m/f/d),Next Level Coffee GmbH,On-site,Part-time,Power BI,English,Constance,Baden-Württemberg,Germany,Product
4172088208,Data Analyst (m/w/d) ,DMG MORI,On-site,Full-time,"Python, SQL, Power BI, Databricks, Looker",German,Munich,Bavaria,Germany,Sales & Marketing
3902059911,Agency Coordinator & Data Analyst (m/w/d) ,WMF,Hybrid,Full-time,"Python, SQL, Tableau",German,Geislingen an der Steige,Baden-Württemberg,Germany,Sales & Marketing
4149171479,Data Analyst – Customer Interactions (w/m/d) ,ING Deutschland,Remote,Full-time,"SAS, SQL, Excel, MS Office",English & German,Frankfurt,Hesse,Germany,Sales & Marketing
4175018759,Consultant Data Analytics ERP Migrations (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Cloud, Power BI, Databricks, ERP",German,Hannover,Lower Saxony,Germany,Sales & Marketing
4136800027,(Senior) Data Analyst - FREIHEIT+ (f/m/d),ZEAL Network SE,NULL,NULL,"Python, SQL, R, Tableau",English,Hamburg,Hamburg,Germany,Sales & Marketing
4178423480,Internship: Data Analysis and Visualization (f/m/div) ,Infineon Technologies,Hybrid,Full-time,"MS Office, Oracle, SQL, Excel, Tableau",English,Munich,Bavaria,Germany,Sales & Marketing
4139000857,Data Analyst (m/w/d/pixelhead) für unsere Tochterfirma RE-IN ,Conrad Electronic Group,Hybrid,Full-time,Python,German,Hirschau,Bavaria,Germany,Sales & Marketing
4173652761,Senior Data Analyst (m/f/d) ,Riverty,Hybrid,Full-time,"Python, SQL, R, Databricks",English,Berlin,Berlin,Germany,Product
4072173081,Consultant AI & Analytics ,Porsche Consulting,NULL,NULL,"PyTorch, TensorFlow, Python, SQL, R",English,Mailand,Baden-Württemberg,Germany,Telecom
4168382859,BI & Data Analytics Specialist (w/m/d) ,Bechtle,NULL,NULL,"Cloud, SAP",German,Neckarsulm,Baden-Württemberg,Germany,Sales & Marketing
4173949040,BI-Support Berater (m/w/d),passport Business Engineering GmbH,Hybrid,Full-time,PowerBI,German,Hamburg,Unknown,Germany,Sales & Marketing
4157334560,(Senior) Consultant Microsoft Power BI (m/w/d) ,CONET,Hybrid,Full-time,"Azure, Microsoft Azure, Power BI, Microsoft Power BI",German,Bonn,North Rhine-Westphalia,Germany,Sales & Marketing
4124758384,Data Analyst,Distributed Crafts,Remote,Full-time,"Python, SQL, A/B testing",English,Unknown,Unknown,Germany,Sales & Marketing
3742631454,Senior Consultant Data & Analytics - Projektmanagement (all genders) ,adesso SE,On-site,Full-time,None,German,Kiel,Schleswig-Holstein,Germany,Sales & Marketing
4124991715,Werkstudent Data Quality (Inhouse) (m/w/d) in Hannover ,Deloitte,NULL,NULL,None,English & German,Hannover,Lower Saxony,Germany,Sales & Marketing
4154183949,Data Analyst Internship (m/w/d),HANGAR 901 Aircraft Maintenance GmbH,On-site,Internship,"Python, SQL, Power BI, R, Statistics",English,Lautzenhausen,Rhineland-Palatinate,Germany,Sales & Marketing
4151959780,Consultant Data Analytics ERP Migrations (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Cloud, Power BI, Databricks, ERP",German,Hamburg,Hamburg,Germany,Sales & Marketing
4098465283,"Staff Product Analyst, DATA (m/f/x) ",HelloFresh,NULL,NULL,"Python, SQL, Tableau",English,Berlin,Berlin,Germany,Product
4094728851,Specialist (m/w/d) Datenanalyse und Reporting im Microsoft Fabrics Umfeld,Holman Deutschland,Hybrid,Full-time,"Azure, PowerBI, Microsoft Azure",German,Eschborn,Hesse,Germany,Sales & Marketing
4141672187,Machine Data Analyst (m/w/d) ,CLAAS,NULL,NULL,"Kubernetes, MongoDB, Python, SQL, Databricks, Kafka, Tableau",German,Harsewinkel,North Rhine-Westphalia,Germany,Sales & Marketing
4166262515,Business Data Analyst - Experience Analytics (w/m/d) ,E.ON Digital Technology,Hybrid,Full-time,"Azure, PowerBI, SQL, Snowflake",English & German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing
4159644444,Data Analyst (w/m/d),CBTW,Hybrid,Full-time,None,German,Munich,Bavaria,Germany,Sales & Marketing
4170897129,Online Data Analyst ,TELUS Digital,Remote,Contract,None,English,Dortmund,North Rhine-Westphalia,Germany,Product
4164529686,Internship on Business and Data Analysis (all genders),Convolut,On-site,Internship,"Python, SQL, SAS, Excel, Statistics",English,Munich,Bavaria,Germany,Product
3993814828,"Senior Data Analyst, Marketing Analytics ",GetYourGuide,NULL,NULL,"Python, SQL, Jupyter, scikit-learn, Spark, Looker",English,Berlin,Berlin,Germany,Sales & Marketing
4173378546,Senior Data Analyst (m/w/d) ,Michael Page,Remote,Full-time,"PowerBI, SQL",German,Hamburg,Hamburg,Germany,Sales & Marketing
4124320326,Data Scientist Marketing (m/w/d) ,Dr. Ausbüttel & Co. GmbH,On-site,Full-time,"MicroStrategy, Python, Cloud, Databricks, Azure, Airflow, Spark, R, Microsoft Azure",German,Dortmund,North Rhine-Westphalia,Germany,Sales & Marketing
4152590418,People Data Analyst (m/f/d),Bauer Media Group,Hybrid,Full-time,"Python, SQL, SAP",English,Hamburg,Unknown,Germany,Banking & Financial Services
4175885198,Senior Business Intelligence Analyst ,TUI,Hybrid,Full-time,"SQL, Tableau",English,Hannover,Lower Saxony,Germany,Sales & Marketing
4137488496,Data Analyst (m/f/d) - SAP & Finance ,Statista,NULL,NULL,"SQL, dbt",English,Hamburg,Hamburg,Germany,Product
4174893085,Working Student Business Intelligence (m/f/d),BayWa r.e. Solar Trade Global,On-site,Full-time,"PowerBI, SQL, Tableau",English,Tübingen,Baden-Württemberg,Germany,Sales & Marketing
4170166020,Data Analyst - 24 month contract ,Audible,NULL,NULL,"Python, SQL, Microsoft Excel, PowerBI, Excel, Tableau, R, Statistics",English,Berlin,Unknown,Germany,Sales & Marketing
4152995274,Data Analyst Internship (m/w/d),HANGAR 901 Aircraft Maintenance GmbH,Hybrid,Internship,"Python, SQL, Power BI, R, Statistics",English,Hirschfeld,Rhineland-Palatinate,Germany,Sales & Marketing
3733047097,Data & Analytics Lead Consultant (all genders) ,adesso SE,On-site,Full-time,Talend,German,Dortmund,North Rhine-Westphalia,Germany,Sales & Marketing
4151962561,Consultant Data Analytics ERP Migrations (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Cloud, Power BI, Databricks, ERP",German,Kiel,Schleswig-Holstein,Germany,Sales & Marketing
4100048146,Business / Data Analyst (all genders),Paessler GmbH,Hybrid,Full-time,"SQL, Excel, Power BI",English,Nuremberg,Bavaria,Germany,Sales & Marketing
4137198898,SAP Senior Consultant (m|w|d) - Schwerpunkt Advanced Analytics ,Computer Futures,Hybrid,Full-time,"SAP, Python, SQL, Google Cloud Platform, Cloud, Databricks, Google Cloud, Azure, R, Microsoft Azure, AWS",German,Hamburg,Hamburg,Germany,Sales & Marketing
4162000850,"Senior Product Data Analyst, AdTech (Decisions Alliance) ",HelloFresh,NULL,NULL,"Python, SQL, KPI",English,Berlin,Berlin,Germany,Sales & Marketing
4141300542,Student assistant (m/f/d) data analysis,Kassenärztliche Vereinigung Westfalen-Lippe (KVWL),On-site,Part-time,"SQL, R, Power BI, Microsoft Power BI",English,Dortmund,North Rhine-Westphalia,Germany,Product
4157116815,Senior SAP BI & Analytics Consultant (w/m/d) ,Deutsche Bahn,NULL,NULL,"Cloud, Tableau, SAP",German,Karlsruhe,Baden-Württemberg,Germany,Sales & Marketing
4124989790,Werkstudent Data Quality (Inhouse) (m/w/d) in Köln ,Deloitte,NULL,NULL,None,English & German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing
4094754318,Portfolio Analyst:in / Data Analyst:in im Portfolio Steering Specialty ,HDI Group,Hybrid,Full-time,"Python, Java, R, Power BI",German,Hannover,Lower Saxony,Germany,Sales & Marketing
4150502401,Consultant Controlling & Finance Business Intelligence (m/f/d) ,METRO AG,On-site,Full-time,"SAP, Python, SQL, OLAP, KPI, Excel, Tableau, Qlik, R",English,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing
4103705364,Senior Game Data Analyst ,CrazyLabs,Remote,Full-time,"SQL, Statistics, Tableau",English,Unknown,Unknown,Germany,Product
4173909094,Senior Data Analyst (Revenue Intelligence) ,AUTODOC,NULL,NULL,"Python, SQL, A/B testing, Tableau, R",English,Berlin,Berlin,Germany,Sales & Marketing
4177438788,Senior Business Intelligence Analyst - Retail Giant,Xcede,On-site,Full-time,"SQL, KPI,  DAX, Power BI",English,Brunswick,Lower Saxony,Germany,Product
4173165567,"Data analyst (Monochains, Multinetwork and Cosmos Hub Ecosystem)",P2P.org,Remote,Full-time,"Python, SQL, Airflow, Tableau, dbt, Statistics, ETL",English Required,Unknown,Unknown,Germany,Product
4170894077,Online Data Analyst ,TELUS Digital,Remote,Contract,None,English,Essen,North Rhine-Westphalia,Germany,Product
4178431400,Senior Data Analyst ,Fusion Consulting,Remote,Full-time,"Python, SQL, Cloud, Power BI, Snowflake, MS SQL Server, ETL processes, ETL",English,Mainz,Rhineland-Palatinate,Germany,Product
4165441069,Senior Business Intelligence Consultant ,Signify Technology,Remote,Full-time,Cloud,English,Hamburg,Unknown,Germany,Product
3586237573,Business Intelligence / Data Analyst (m/w/d),Consultix GmbH,On-site,Full-time,"SQL, Excel, Oracle",English & German,Bremen,Bremen,Germany,Sales & Marketing
4111063762,Data Science & Pricing Analyst (w/m/d),Ayvens,Hybrid,Full-time,"Python, SQL, R, Excel",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing
4152597366,"Senior BI Analyst (Data Vault 2.0, Tableau, Remote)",Xcede Group,Remote,Full-time,"SQL, Snowflake, Tableau",English,Unknown,Unknown,Germany,Product
3733040905,Data & Analytics Lead Consultant (all genders) ,adesso SE,On-site,Full-time,Talend,German,Jena,Thuringia,Germany,Sales & Marketing
4099386264,Data Analyst,Keen Games,Remote,Full-time,"Python, SQL, Power BI, Tableau, R, Statistics",English,Frankfurt am Main,Hesse,Germany,Sales & Marketing
4151960889,Consultant Data Analytics ERP Migrations (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Cloud, Power BI, Databricks, ERP",German,Leipzig,Saxony,Germany,Sales & Marketing
4157121346,Senior SAP BI & Analytics Consultant (w/m/d) ,Deutsche Bahn,NULL,NULL,"Cloud, Tableau, SAP",German,Halle,Saxony-Anhalt,Germany,Sales & Marketing
3967804512,SAP Analytics Transformation Consultant (w/m/d) ,EY,On-site,Full-time,"Cloud, SAP",German,Mannheim,Baden-Württemberg,Germany,Sales & Marketing
