job_id,title,company,work_mode,job_type,Skill_Set,Language,City,District,Country,Industry,Job_Title,Mapped_Skill_Set
4147612784,BI & Data Modeling Expert (m/f/d),Data-Talent GmbH,Hybrid,Full-time,"CI/CD, SQL, Power BI, Snowflake, ML, PowerBI, GitLab",German,Unknown,Unknown,Germany,Sales & Marketing,Other,"Power BI, ML, SQL, git, Snowflake, CI/CD"
3972723864,Business Analyst - E-Commerce (m/w/d) ,Picnic Technologies,Unknown,Unknown,"Python, SQL",German,Düsseldorf,North Rhine-Westphalia,Germany,Telecom,Data Analyst,"Python, SQL"
4056906616,Business Intelligence Manager (m/w/d) ,Fiber Experts Deutschland GmbH,Hybrid,Full-time,"SQL, Power BI",English & German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing,Other,"Power BI, SQL"
4127674327,Business Analyst - Negotiation Tool (m/w/d),ALDI DX,Hybrid,Full-time,"Cloud, SAP",German,Mülheim an der Ruhr,North Rhine-Westphalia,Germany,Product,Data Analyst,"SAP, GCP"
4156593657,(Senior) Data Engineer – Business Intelligence (w/m/d) ,Douglas,Hybrid,Full-time,"Python, SQL, Cloud, Kafka, Azure, Airflow, Adobe Analytics, Google Analytics",English & German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Engineer,"Airflow, Adobe Analytics, Kafka, Google Analytics, SQL, Python, Azure, GCP"
4052003760,Product Analyst - Shopping Experience (m/f/d) ,home24 SE,Hybrid,Full-time,"Python, SQL, Microsoft Excel, Excel, Tableau, R, Looker",English,Berlin,Unknown,Germany,Product,Data Analyst,"Google Data Studio, R, SQL, Excel/Google Sheets, Python, Tableau"
4132071484,Consultant (m/w/d) für Data Analyst (Service Level Management) ,amasol,Remote,Full-time,"Java, SQL",English & German,Unknown,Unknown,Germany,Sales & Marketing,Data Analyst,"Java, SQL"
4084205965,Senior Data Scientist ,SR2 | Socially Responsible Recruitment | Certified B Corporation™,Hybrid,Contract,"Pandas, GCP, Python, Databricks, Azure, scikit-learn, NumPy, Statistics, R, AWS",English,Berlin,Unknown,Germany,Product,Data Scientist,"Scipy/scikit-learn, Databricks, Statistics, R, AWS, Python, Azure, GCP"
4159880633,Principal Data Scientist,inDrive,Remote,Full-time,"Python, SQL, A/B testing, ML",English,Unknown,Unknown,Germany,Product,Data Scientist,"A/B testing, Python, ML, SQL"
4126300015,Senior Data Scientist (f/m/d) ,Contentful,Hybrid,Full-time,"Scikit-learn, CI/CD, Pandas, PyTorch, Git, Python, SQL, Google Cloud Platform, Cloud, Google Cloud, Terraform, ML, A/B testing, NumPy, TensorFlow, MLOps, Statistics",English,Berlin,Berlin,Germany,Sales & Marketing,Data Scientist,"Scipy/scikit-learn, ML, Terraform, Statistics, git, SQL, Python, A/B testing, GCP, PyTorch, TensorFlow, CI/CD"
3790521285,(Senior) Data Engineer w/m/d ,Computacenter,Hybrid,Full-time,Cloud,German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Engineer,GCP
3837856836,Data Mapping Specialist (all genders) - Bretten ,SEEBURGER,On-site,Full-time,"ERP, Oracle, SAP",English,Bretten,Baden-Württemberg,Germany,Product,Other,"SAP, ERP, SQL"
4172336639,Trainee Teamleitung - IT-Systeme (m/w/d),Instaffo,Hybrid,Full-time,Cloud,German,Wuppertal,North Rhine-Westphalia,Germany,Sales & Marketing,Other,GCP
4140108287,Master Data Agent (m/f/d) ,JAC Recruitment,Hybrid,Full-time,"ERP, MS Office, SAP",English,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Other,"SAP, MS Office, ERP"
4176728559,Data Architect (m/f/d) ,Swisslog,Hybrid,Full-time,"Azure, Cloud, ETL",English,Dortmund,North Rhine-Westphalia,Germany,Product,Other,"ETL Tools, GCP, Azure"
4157209273,IT Business Intelligence Professional (w/m/d),Harry Brot GmbH,On-site,Full-time,"PowerBI, Snowflake",German,Schenefeld,Schleswig-Holstein,Germany,Sales & Marketing,Other,"Power BI, Snowflake"
4125050053,Senior Data Scientist ,KAYAK,Unknown,Unknown,"R, Statistics",English,Berlin,Berlin,Germany,Sales & Marketing,Data Scientist,"Statistics, R"
4063170899,"(Senior) Data Engineer (d/f/m) - Full-time, part-time or job-sharing possible ",Henkel,Hybrid,Full-time,"Python, CI/CD",English,Düsseldorf,North Rhine-Westphalia,Germany,Product,Data Engineer,"Python, CI/CD"
4169597846,"Data Scientist, Internship, Germany - BCG X ",BCG X,Unknown,Unknown,"Python, Statistics",English,Berlin,Berlin,Germany,Product,Data Scientist,"Python, Statistics"
4040444656,Business Analyst - Operations (m/w/d) ,Picnic Technologies,Unknown,Unknown,"Python, SQL",German,Düsseldorf,North Rhine-Westphalia,Germany,Telecom,Data Analyst,"Python, SQL"
3733748154,Data Engineer (all genders) ,adesso SE,On-site,Full-time,"Java, CI/CD, Scala, Git, GCP, Python, Cloud, Ansible, Kafka, Azure, AWS",German,Aachen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Engineer,"Scala, Java, Kafka, git, AWS, Python, Azure, GCP, CI/CD"
4148291654,Senior Real Time Analyst (WFM) - Essen (m/f/d) ,TELUS Digital,On-site,Full-time,MS Office,English,Essen,North Rhine-Westphalia,Germany,Product,Data Analyst,MS Office
3925560110,Data Engineer (all genders) ,adesso SE,On-site,Full-time,"Java, CI/CD, Scala, Git, GCP, Python, Cloud, Ansible, Kafka, Azure, AWS",German,Paderborn,North Rhine-Westphalia,Germany,Sales & Marketing,Data Engineer,"Scala, Java, Kafka, git, AWS, Python, Azure, GCP, CI/CD"
4040445660,Business Analyst - Customer (m/w/d) ,Picnic Technologies,Unknown,Unknown,"Python, SQL",German,Düsseldorf,North Rhine-Westphalia,Germany,Telecom,Data Analyst,"Python, SQL"
4148708723,Datenmanager (w/m/d) in der Abrechnungsbearbeitung,Kassenärztliche Vereinigung Nordrhein,On-site,Full-time,Excel,German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Other,Excel/Google Sheets
4011980198,Data Scientist (w/m/d) ,Capgemini,Hybrid,Full-time,"Java, SAP, Python, Talend, Snowflake, Spark, Tableau, Qlik, AWS",German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing,Data Scientist,"Java, AWS, Python, Spark, Talend, SAP, Snowflake, Qliksense, Tableau"
3449519780,Analyst - IT Assurance (m/w/d) in Düsseldorf ,Deloitte,Unknown,Unknown,"MS Office, SAP",English & German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"SAP, MS Office"
3790518700,(Senior) Data Engineer w/m/d ,Computacenter,Hybrid,Full-time,Cloud,German,Ratingen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Engineer,GCP
4167070898,Analytics Engineer (w/m/d) ,Lotum,Hybrid,Full-time,"Python, SQL, Google Cloud Platform, Cloud, Power BI, Google Cloud, Airflow, scikit-learn, Tableau, BigQuery, Looker, SciPy",German,Unknown,Unknown,Germany,Sales & Marketing,Data Analyst,"Airflow, Power BI, Scipy/scikit-learn, Google Data Studio, SQL, Python, BigQuery, Tableau, GCP"
4140694002,Business Intelligence Entwickler (w/m/d) ,Swiss Life Deutschland,Hybrid,Full-time,"Python, Glue, Cloud, Power BI",German,Munich,Bavaria,Germany,Sales & Marketing,Other,"GCP, Python, Power BI, Glue"
4168373658,Spezialist Big Data & Analytics BMW ,Hays,Hybrid,Full-time,"Python, MS Office",German,Dingolfing,Bavaria,Germany,Product,Data Analyst,"Python, MS Office"
4158389067,Senior Data Scientist (m/w/d) ,Schunk Group,Hybrid,Full-time,"Python, Databricks, ML",German,Heuchelheim,Hesse,Germany,Sales & Marketing,Data Scientist,"Python, ML, Databricks"
4096099905,Business Analyst (m/w/d) ,CHECK24 Vergleichsportal GmbH,Hybrid,Full-time,"Excel, Power BI, Tableau",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, Power BI, Tableau"
4175579874,Senior Data Scientist ,Centric Software,Unknown,Unknown,"SQL, R, Spark",English,Düsseldorf,North Rhine-Westphalia,Germany,Product,Data Scientist,"Spark, R, SQL"
4131790277,Senior Analyst for Data Integrity - SCM (m/w/d) ,AAM - American Axle & Manufacturing,On-site,Full-time,"ERP, Excel, Oracle, MS Office",English & German,Langen,Hesse,Germany,Product,Data Analyst,"Excel/Google Sheets, MS Office, ERP, SQL"
4176719943,Data Architect - SQL / Python / BI-Tools (m/w/d),Workwise,Hybrid,Full-time,"Python, SQL, MySQL, Excel, Google Sheets, PostgreSQL",German,Bochum,North Rhine-Westphalia,Germany,Sales & Marketing,Other,"Excel/Google Sheets, Python, PostgresSQL, SQL"
4153117300,Senior Experte BI Entwicklung (m/w/d),EWV Energie- und Wasser-Versorgung GmbH,Hybrid,Full-time,"Qlik, SQL, Oracle",German,Stolberg (Rhld.),North Rhine-Westphalia,Germany,Sales & Marketing,Other,"Qliksense, SQL"
4173143611,Technology Analyst I,Hach,Hybrid,Full-time,"Python, Java, C#",English,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Python, Java"
4151702119,Senior ETL Entwickler (m/w/d),Randstad Digital Germany,Hybrid,Full-time,"Cloud, ETL",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Other,"ETL Tools, GCP"
3920537626,(Senior) Data Technology Specialist (all genders),adesso as a service GmbH,Hybrid,Full-time,"Java, Oracle, Python, SQL, Cloud, Azure, Glue, AWS, ETL",German,Paderborn,North Rhine-Westphalia,Germany,Sales & Marketing,Other,"ETL Tools, Glue, Java, AWS, SQL, Python, Azure, GCP"
4150289555,(Senior) DWH / BI Specialist (w/m/d),Peek & Cloppenburg* KG Hamburg,Hybrid,Full-time,"SQL, Power BI, MDX",German,Hamburg,Unknown,Germany,Travel,Other,"Power BI, SQL"
4148278603,Data Scientist (all genders),MSG Food ام اس جي الغذائية,Hybrid,Full-time,"TensorFlow, Python, Databricks, Snowflake, scikit-learn, R, AWS, Keras",German,Frankfurt,Hesse,Germany,Sales & Marketing,Data Scientist,"Scipy/scikit-learn, Databricks, Keras, R, AWS, Python, Snowflake, TensorFlow"
4087600452,Data Scientist - Consumer (Global Discovery) ,Delivery Hero,Unknown,Unknown,"Java, Scala, Python, SQL, NLP, ML",English,Berlin,Berlin,Germany,Product,Data Scientist,"NLTK/NLP, ML, Scala, Java, SQL, Python"
3733043228,Machine Learning Engineer / Data Scientist - Google Cloud (all genders) ,adesso SE,On-site,Full-time,"Java, PyTorch, Python, Cloud, Google Cloud, scikit-learn, TensorFlow",German,Paderborn,North Rhine-Westphalia,Germany,Sales & Marketing,Data Scientist,"Scipy/scikit-learn, Java, Python, GCP, PyTorch, TensorFlow"
4102943638,Experienced Insights Consultant CPG (m/w/d) ,Circana,Remote,Full-time,MS Office,German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,MS Office
3519260978,Consultant Data Science Credit Risk (m/w/d) in Berlin ,Deloitte,Unknown,Unknown,"Python, Text Mining, R",English & German,Berlin,Berlin,Germany,Sales & Marketing,Data Analyst,"Python, R"
4131133364,Consumer Insights Specialist,Not Found,On-site,Full-time,R,English,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Other,R
4171034813,Data Scientist (m/w/d) ,GULP – experts united,On-site,Full-time,MS Office,German,Munich,Bavaria,Germany,Sales & Marketing,Data Scientist,MS Office
3926293482,(Senior) Data Engineer - Schwerpunkt Operations (m/w/d) ,Kienbaum,Hybrid,Full-time,"Python, Java, R, CI/CD",German,Unknown,Unknown,Germany,Product,Data Engineer,"Python, Java, R, CI/CD"
4167567390,Senior Data Engineer (m/w/d),Goodman Masson Deutschland,Unknown,Unknown,"SQL, Cloud, Databricks, ETL-Pipelines, Azure, AWS",German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Engineer,"ETL Tools, Databricks, AWS, SQL, Azure, GCP"
4149930315,Data Engineer (m/w/d) ,Billigence,Remote,Full-time,"Python, SQL, Cloud, ML, Alteryx",German,Unknown,Unknown,Germany,Sales & Marketing,Data Engineer,"ML, Alteryx, SQL, Python, GCP"
3586239300,Data Scientist * (m/w/d),ADEAL Systems GmbH,Hybrid,Full-time,"Scala, Python, Random Forest, Cloud, Azure, Spark, R, AWS",German,Neu-Isenburg,Hesse,Germany,Sales & Marketing,Data Scientist,"Scala, R, AWS, Python, Spark, Azure, Random Forest, GCP"
4093166792,Senior Data Science Consultant (w/m/d) ,Siegwerk,On-site,Full-time,"SAP, Python, SQL, Power BI, MS SQL Server, Azure, Tableau, R",German,Siegburg,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Power BI, R, SQL, Python, SAP, Azure, Tableau"
4143669831,Data Scientist / Machine Learning Engineer (m/w/d) Mobilfunk ,CHECK24 Vergleichsportal GmbH,Hybrid,Full-time,"Python, SKLearn",German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing,Data Scientist,"Scipy/scikit-learn, Python"
4152743094,Data Engineer - Geschäftsprozesse (gn) ,Boerse Stuttgart Group,Hybrid,Full-time,"Java, CI/CD, Python, Cloud, Kafka, C#, AWS",German,Stuttgart,Baden-Württemberg,Germany,Sales & Marketing,Data Engineer,"Kafka, Java, AWS, Python, GCP, CI/CD"
4162104970,Senior Data Scientist (m/w/d),CompuGroup Medical SE & Co. KGaA,Hybrid,Full-time,"Python, Pandas",German,Berlin,Berlin,Germany,Sales & Marketing,Data Scientist,Python
4161987452,(Junior) Business Intelligence (BI) Engineer / Developer (m/w/d).,DKMS Group,Hybrid,Temporary,"Exasol, R, SAP",German,Tübingen,Baden-Württemberg,Germany,Sales & Marketing,Data Engineer,"Exasol, SAP, R"
3733041323,Machine Learning Engineer / Data Scientist - Google Cloud (all genders) ,adesso SE,On-site,Full-time,"Java, PyTorch, Python, Cloud, Google Cloud, scikit-learn, TensorFlow",German,Münster,North Rhine-Westphalia,Germany,Sales & Marketing,Data Scientist,"Scipy/scikit-learn, Java, Python, GCP, PyTorch, TensorFlow"
4157306400,Data Engineer - Platform (m/w/d),Karriere bei Flossbach von Storch,Hybrid,Full-time,"Docker, Kubernetes, Python, Databricks, ETL-Pipelines, Snowflake, Azure, Airflow, Terraform",German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing,Data Engineer,"Airflow, ETL Tools, Docker, Terraform, Databricks, Kubernetes, Python, Snowflake, Azure"
4176125423,Data Steward (m/w/d) Data Governance,Goodman Masson Deutschland,Unknown,Unknown,"Cloud, Google Cloud",German,Dortmund,North Rhine-Westphalia,Germany,Sales & Marketing,Other,GCP
4138993277,Data Scientist (all genders) ,Expleo Group,Hybrid,Full-time,"Python, SQL, Power BI, Spark, Tableau, R",German,Frankfurt am Main,Hesse,Germany,Sales & Marketing,Data Scientist,"Power BI, R, SQL, Python, Spark, Tableau"
4159680305,Data Engineer / Scientist (m/w/d),taod Consulting GmbH,Hybrid,Full-time,"Python, SQL, Cloud, Azure, Microsoft Azure, AWS",German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing,Data Scientist,"AWS, SQL, Python, Azure, GCP"
4152782187,Senior Data Scientist (f/m/d) ,Zenjob,Hybrid,Full-time,"A/B tests, docker, Python, SQL, ML, dbt, AWS",English,Berlin,Unknown,Germany,Product,Data Scientist,"ML, Docker, AWS, SQL, Python, A/B testing, dbt"
4157159662,ETL-Entwickler (m/w/d) Datenmanagement,Sparkasse Hannover,On-site,Full-time,"SQL, Oracle, SAP",German,Hannover,Lower Saxony,Germany,Sales & Marketing,Other,"SAP, SQL"
4161979285,"Senior Data Scientist - (Logistics, Workforce) ",Delivery Hero,Unknown,Unknown,"Scikit-learn, Pandas, Python, SQL, Spark, BigQuery, Statistics, Numpy",English,Berlin,Berlin,Germany,Product,Data Scientist,"Scipy/scikit-learn, Statistics, SQL, Python, Spark, BigQuery"
4146565886,Ingenieur:in Geoinformationssystem,brightmind Recruiting eGbR,Hybrid,Full-time,Python,English & German,Reutlingen,Baden-Württemberg,Germany,Sales & Marketing,Other,Python
4118518217,KI Data Scientist (m/w/d),DATASEC information factory GmbH,On-site,Full-time,Python,German,Siegen,North Rhine-Westphalia,Germany,Product,Data Scientist,Python
4174802522,Data Analyst*in im Investmentdepotgeschäft und Kundenservice (in Voll- oder Teilzeit) ,Union Investment,Hybrid,Full-time,"SAP, Python, SQL, Power BI, Microsoft Power BI",German,Frankfurt am Main,Hesse,Germany,Sales & Marketing,Data Analyst,"Python, SAP, Power BI, SQL"
4164064687,Data Engineer ,HeyJobs,Hybrid,Full-time,"MicroStrategy, Oracle, Power BI, Microsoft Power BI, Tableau",German,Kassel,Hesse,Germany,Sales & Marketing,Data Engineer,"Power BI, MicroStrategy, Tableau, SQL"
4152312837,Data Analyst (m/w/d),STIEBEL ELTRON Group,Hybrid,Full-time,"Python, SQL, Cloud, Spark",German,Holzminden,Lower Saxony,Germany,Sales & Marketing,Data Analyst,"Python, Spark, GCP, SQL"
4151309748,Pricing Analyst (m/w/d),Empion,Hybrid,Full-time,"Excel, MS Office, SAP",German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, SAP, MS Office"
4164302519,Data Analytics Specialist ,Vialto Partners,Unknown,Unknown,"Python, Alteryx, Power BI",English,Hamburg,Hamburg,Germany,Product,Data Analyst,"Python, Alteryx, Power BI"
3925561026,Data Scientist Insurance (all genders) ,adesso SE,On-site,Full-time,"Python, ML",German,Dortmund,North Rhine-Westphalia,Germany,Sales & Marketing,Data Scientist,"Python, ML"
3997740037,Duales Studium Wirtschaftsinformatik / Angewandte Informatik / Business Informatics (w/m/d) ,EY,On-site,Full-time,"Oracle, SAP",German,Stuttgart,Baden-Württemberg,Germany,Sales & Marketing,Other,"SAP, SQL"
4129196333,"Senior Data Scientist, Delivery ",Bolt,Hybrid,Full-time,"Docker, Pandas, Python, ML, Airflow, scikit-learn, Spark, NumPy, AWS",English,Berlin,Berlin,Germany,Product,Data Scientist,"Airflow, Scipy/scikit-learn, ML, Docker, AWS, Python, Spark"
4176125670,Product Owner (m/w/d) Data Analytics,Goodman Masson Deutschland,Unknown,Unknown,"Datalakehouse, GCP, Google Cloud Platform, Cloud, Google Cloud, BigQuery",English & German,Dortmund,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"BigQuery, GCP"
4134220282,Data Scientist (all genders) - maternity leave replacement,omni:us,Remote,Contract,"PyTorch, Python, NLP, scikit-learn, ETL processes, TensorFlow, ETL",English,Unknown,Unknown,Germany,Product,Data Scientist,"NLTK/NLP, Scipy/scikit-learn, ETL Tools, Python, PyTorch, TensorFlow"
4138989988,Data Scientist (all genders) ,Expleo Group,Hybrid,Full-time,"Python, SQL, Power BI, Spark, Tableau, R",German,Berlin,Berlin,Germany,Sales & Marketing,Data Scientist,"Power BI, R, SQL, Python, Spark, Tableau"
4170810027,Junior Information Scientist (m/w/d) ,Bertrandt Group,On-site,Full-time,"Python, R, Cloud, SAP",German,Biberach,Baden-Württemberg,Germany,Sales & Marketing,Data Scientist,"Python, SAP, GCP, R"
4125756891,Data Scientist (m/w/d) ,Tchibo,On-site,Full-time,"GCP, Python, SQL, Google Analytics, BigQuery",German,Hamburg,Hamburg,Germany,Sales & Marketing,Data Scientist,"Google Analytics, SQL, Python, BigQuery, GCP"
4096792071,(Junior) Business Intelligence Manager (m/w/d) Ferienwohnungen ,CHECK24 Vergleichsportal GmbH,Hybrid,Full-time,"SQL, Power BI, Tableau",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Other,"Power BI, Tableau, SQL"
4137266145,Senior Data Analyst (m/w/d) ,IABG,On-site,Full-time,Python,German,Ottobrunn,Bavaria,Germany,Sales & Marketing,Data Analyst,Python
4149638086,IT Analyst bei True Circularity Leader (m/w/d),saperatec,On-site,Full-time,"Azure, SQL, R",German,Dessau,Saxony-Anhalt,Germany,Product,Data Analyst,"Azure, R, SQL"
4154556885,IT Analyst / IT Consultant Citizen Development (w/m/d) ,50Hertz Transmission GmbH,Hybrid,Full-time,Kafka,German,Berlin,Berlin,Germany,Sales & Marketing,Data Analyst,Kafka
4124700277,Junior PLM Consultant (m/w/d) - Eviden,Eviden,Unknown,Unknown,"Docker, Cloud",German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Docker, GCP"
4139657855,Werkstudent (M/W/D) ,Planon,On-site,Full-time,Salesforce,German,Duisburg,North Rhine-Westphalia,Germany,Sales & Marketing,Other,Salesforce
4080091619,Manager Data Management Strategy (m/w/d) in Düsseldorf ,Deloitte,Unknown,Unknown,Talend,English & German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Other,Talend
4157828374,SAP Analytics Teamlead (m/w/x) - Schwerpunkt Data Science & KI ,Computer Futures,Remote,Full-time,"Cloud, Databricks, SAP",German,Mannheim,Baden-Württemberg,Germany,Sales & Marketing,Data Analyst,"Databricks, SAP, GCP"
3932291765,Architect Data & Analytics Platform w/m/d ,Computacenter,Hybrid,Full-time,Cloud,German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,GCP
4157362932,Consultant (m/w/d) - Microsoft Dynamics 365 Business Central ,Prodware,Hybrid,Full-time,ERP,German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,ERP
4178888883,Data Analyst,Not Found,Remote,Full-time,"Python, SQL, R, Statistics",English,Unknown,Unknown,Germany,Unknown,Data Analyst,"Python, Statistics, R, SQL"
3932294406,Architect Data & Analytics Platform w/m/d ,Computacenter,Hybrid,Full-time,Cloud,German,Unknown,Unknown,Germany,Sales & Marketing,Data Analyst,GCP
4151703077,Senior ETL Entwickler (m/w/d),Randstad Digital Germany,Hybrid,Full-time,"Cloud, ETL",German,Hamburg,Unknown,Germany,Sales & Marketing,Other,"ETL Tools, GCP"
4086401857,Senior Consultant MDM ,valantic,Unknown,Unknown,SAP,English,Siegen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,SAP
4168438085,Team Lead Data Science (f/m/x) ,AUTO1 Group,Remote,Full-time,"Python, SQL, Cloud, Google Cloud, Azure, ML, AWS",English,Berlin,Berlin,Germany,Product,Data Scientist,"ML, AWS, SQL, Python, Azure, GCP"
4160807395,Digital Analytics Manager (m/f/d) ,Redcare Pharmacy,Hybrid,Full-time,"Python, SQL, Looker",English,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Python, Google Data Studio, SQL"
4138994239,Data Scientist (all genders) ,Expleo Group,Hybrid,Full-time,"Python, SQL, Power BI, Spark, Tableau, R",German,Stuttgart,Baden-Württemberg,Germany,Sales & Marketing,Data Scientist,"Power BI, R, SQL, Python, Spark, Tableau"
4145591864,BI Developer/Analytics Engineer (m/w/d) ,Liebherr Group,On-site,Full-time,"MS Office, Databricks, Azure, PowerBI, Microsoft Azure",German,Biberach an der Riß,Baden-Württemberg,Germany,Sales & Marketing,Data Analyst,"Databricks, MS Office, Power BI, Azure"
4044727559,Data Warehouse Developer (m/w/d) ,Nortal,Remote,Full-time,"SQL, Oracle",German,Unknown,Unknown,Germany,Sales & Marketing,Other,SQL
3920535935,(Senior) Data Technology Specialist (all genders),adesso as a service GmbH,Hybrid,Full-time,"Java, Oracle, Python, SQL, Cloud, Azure, Glue, AWS, ETL",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Other,"ETL Tools, Glue, Java, AWS, SQL, Python, Azure, GCP"
4089589155,Duales Studium Wirtschaftsinformatik (B.Sc.) - Gizil GmbH ,IU International University of Applied Sciences,Unknown,Unknown,C#,German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Other,
3519263492,Consultant Data Science Credit Risk (m/w/d) in Hannover ,Deloitte,Unknown,Unknown,"Python, Text Mining, R",English & German,Hannover,Lower Saxony,Germany,Sales & Marketing,Data Analyst,"Python, R"
3932290735,Architect Data & Analytics Platform w/m/d ,Computacenter,Hybrid,Full-time,Cloud,German,Unknown,Unknown,Germany,Sales & Marketing,Data Analyst,GCP
4127584475,Senior Data Scientist - Insights (Subscription Experience) ı Paid relocation to Barcelona ,Preply,Hybrid,Full-time,"A/B tests, SQL, Looker, Tableau",English,Berlin,Unknown,Germany,Sales & Marketing,Data Scientist,"Tableau, Google Data Studio, SQL, A/B testing"
4147165094,Serviceberater Business Intelligence Tool / Data Warehouse ,Finanz Informatik,On-site,Full-time,Business Intelligence Tool,German,Hannover,Lower Saxony,Germany,Sales & Marketing,Other,
4124631336,Staff Data Scientist - Quick Commerce ,Delivery Hero,Unknown,Unknown,"Python, ML, A/B testing, GCP",English,Berlin,Berlin,Germany,Product,Data Scientist,"Python, ML, GCP, A/B testing"
3957747893,Senior Big Data Architect (m/f/d),WEPA,Hybrid,Full-time,"Python, SQL, Cloud, Kafka, Azure",English,Düsseldorf,North Rhine-Westphalia,Germany,Product,Other,"Kafka, SQL, Python, Azure, GCP"
4169968668,Data Quality Specialist with Spanish (Night shift) ,TELUS Digital,On-site,Full-time,Statistics,English,Essen,North Rhine-Westphalia,Germany,Sales & Marketing,Other,Statistics
4157342697,Senior Data Engineer (m/w/d),Goodman Masson Deutschland,Unknown,Unknown,"SQL, Cloud, Databricks, ETL-Pipelines, Azure, AWS",German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Engineer,"ETL Tools, Databricks, AWS, SQL, Azure, GCP"
4073756318,Data Engineer* / Machine Learning Engineer* ,inovex GmbH,Remote,Full-time,"Docker, Java, Kubernetes, GCP, Python, SQL, Cloud, Databricks, Snowflake, Kafka, Azure, Airflow, Spark, dbt, BigQuery, AWS",German,Unknown,Unknown,Germany,Sales & Marketing,Data Scientist,"Airflow, Docker, Databricks, Java, Kafka, Kubernetes, SQL, Python, Spark, BigQuery, AWS, Snowflake, Azure, dbt, GCP"
3925561061,Senior Data Scientist (all genders) ,adesso SE,On-site,Full-time,"Java, Scala, Python, SQL, Random Forest, SAS, R",German,Paderborn,North Rhine-Westphalia,Germany,Sales & Marketing,Data Scientist,"Scala, Java, R, SQL, Python, Random Forest, SAS"
4169566069,Lead Analytics Engineer (f/m/d) ,E.ON Digital Technology,Hybrid,Full-time,"CI/CD, Python, SQL, Power BI, Databricks, Azure, Tableau, ETL processes, ETL tools, ETL",English,Essen,North Rhine-Westphalia,Germany,Product,Data Analyst,"Power BI, ETL Tools, Databricks, SQL, Python, Azure, Tableau, CI/CD"
4151702099,Senior ETL Entwickler (m/w/d),Randstad Digital Germany,Hybrid,Full-time,"Cloud, ETL",German,Eschborn,Hesse,Germany,Sales & Marketing,Other,"ETL Tools, GCP"
3519266172,Consultant Data Science Credit Risk (m/w/d) in Düsseldorf ,Deloitte,Unknown,Unknown,"Python, Text Mining, R",English & German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Python, R"
4087133185,Data Scientist (all genders) ,msg,Hybrid,Full-time,"TensorFlow, Python, Databricks, Snowflake, scikit-learn, R, AWS, Keras",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Scientist,"Scipy/scikit-learn, Databricks, Keras, R, AWS, Python, Snowflake, TensorFlow"
3999311620,Berater AI Operationalization MLOps - AI & Data (w/m/d) ,EY,On-site,Full-time,"MLOps, Cloud",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Scientist,"ML, GCP"
3920538486,(Senior) Data Technology Specialist (all genders),adesso as a service GmbH,Hybrid,Full-time,"Java, Oracle, Python, SQL, Cloud, Azure, Glue, AWS, ETL",German,Dortmund,North Rhine-Westphalia,Germany,Sales & Marketing,Other,"ETL Tools, Glue, Java, AWS, SQL, Python, Azure, GCP"
